smax,mcs,Unnamed: 0,eventID,posX,posY,layerID,clusterSize,hitID,clusterID,cposX,cposY,posSubX,posSubY,cposSubX,cposSubY,ID,posZ,S_n,theta,MyTrackID
10.0,125.60000000000001,288.0,8.0,14.33203125,7.3716796875,4.0,10.0,0.0,9.0,489.2,273.5,485.0,247.0,485.2,248.5,9.0,150.0,0.061379491013169085,0.03538526292536657,1
10.0,125.60000000000001,309.0,8.0,13.610491071428571,7.161830357142858,5.0,7.0,0.0,12.0,464.57142857142856,265.7142857142857,479.0,242.0,478.57142857142856,243.7142857142857,12.0,175.0,0.07334903633310572,0.040157679389620594,1
10.0,125.60000000000001,399.0,12.0,14.3115234375,7.2234375,0.0,6.0,0.0,0.0,488.5,268.0,494.0,251.0,494.5,252.0,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,405.0,12.0,14.587180397727272,7.375355113636363,1.0,11.0,0.0,1.0,497.9090909090909,273.6363636363636,492.0,252.0,492.9090909090909,253.63636363636363,1.0,75.0,0.012589217865563336,0.012589217865563336,0
10.0,125.60000000000001,417.0,12.0,14.3994140625,7.533398437500001,2.0,4.0,0.0,3.0,491.5,279.5,488.0,255.0,488.5,255.5,3.0,100.0,0.022408287978079394,0.01853760943708542,0
10.0,125.60000000000001,421.0,12.0,13.7841796875,7.546875,3.0,6.0,0.0,4.0,470.5,280.0,481.0,255.0,481.5,256.0,4.0,125.0,0.02877093236077137,0.018045364468459585,0
10.0,125.60000000000001,429.0,12.0,14.0625,7.533398437500001,4.0,6.0,0.0,7.0,480.0,279.5,475.0,254.0,476.0,254.5,7.0,150.0,0.045891660151703415,0.03575301277614744,0
10.0,125.60000000000001,438.0,12.0,13.4033203125,7.4390625,5.0,6.0,0.0,10.0,457.5,276.0,471.0,253.0,471.5,254.0,10.0,175.0,0.05934852128773234,0.03763246613711325,0
10.0,125.60000000000001,473.0,17.0,15.0,7.554575892857143,0.0,7.0,0.0,0.0,512.0,280.2857142857143,518.0,263.0,518.0,264.2857142857143,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,482.0,17.0,15.348307291666668,7.6636718749999995,1.0,9.0,0.0,3.0,523.8888888888889,284.3333333333333,518.0,263.0,518.8888888888889,264.3333333333333,3.0,75.0,0.014598683509353044,0.014598683509353044,0
10.0,125.60000000000001,492.0,17.0,15.3662109375,7.7490234375,2.0,4.0,0.0,5.0,524.5,287.5,521.0,263.0,521.5,263.5,5.0,100.0,0.01971453377448925,0.013249199286719963,0
10.0,125.60000000000001,496.0,17.0,14.937744140625,7.7389160156250005,3.0,8.0,0.0,6.0,509.875,287.125,520.0,262.0,520.875,263.125,6.0,125.0,0.02686960440266965,0.018256856213775877,0
10.0,125.60000000000001,504.0,17.0,15.3955078125,7.735546875000001,4.0,6.0,0.0,7.0,525.5,287.0,521.0,261.0,521.5,262.0,7.0,150.0,0.044479560324031206,0.0354465181063411,0
10.0,125.60000000000001,513.0,17.0,14.886474609375,7.6041503906250005,5.0,8.0,0.0,10.0,508.125,282.125,522.0,259.0,522.125,260.125,10.0,175.0,0.05915884942605647,0.03900433538461706,0
10.0,125.60000000000001,566.0,21.0,14.97802734375,6.95390625,0.0,4.0,0.0,1.0,511.25,258.0,517.0,241.0,517.25,242.0,1.0,50.0,0.0,0.0,0
10.0,125.60000000000001,579.0,21.0,15.419921875000002,7.04375,1.0,3.0,0.0,3.0,526.3333333333334,261.3333333333333,521.0,241.0,521.3333333333334,241.3333333333333,3.0,75.0,0.01803545762624,0.01803545762624,0
10.0,125.60000000000001,593.0,21.0,15.34423828125,7.088671875,2.0,4.0,0.0,6.0,523.75,263.0,521.0,238.0,520.75,239.0,6.0,100.0,0.027514433037565334,0.02077898682782123,0
10.0,125.60000000000001,606.0,21.0,14.8681640625,7.0212890625,3.0,4.0,0.0,8.0,507.5,260.5,518.0,236.0,518.5,236.5,8.0,125.0,0.03215035896270083,0.016631342581158347,0
10.0,125.60000000000001,619.0,21.0,15.301339285714286,6.9,4.0,7.0,0.0,11.0,522.2857142857143,256.0,518.0,230.0,518.2857142857143,231.0,11.0,150.0,0.04858761436721979,0.0364295304453289,0
10.0,125.60000000000001,635.0,21.0,14.806640625,6.65203125,5.0,5.0,0.0,14.0,505.4,246.8,519.0,224.0,519.4,224.8,14.0,175.0,0.06134768935203541,0.03745374105394782,0
10.0,125.60000000000001,570.0,21.0,15.332031250000002,7.711588541666666,0.0,9.0,0.0,2.0,523.3333333333334,286.1111111111111,529.0,269.0,529.3333333333334,270.1111111111111,2.0,50.0,0.0,0.0,1
10.0,125.60000000000001,582.0,21.0,15.785156249999998,7.9242187500000005,1.0,10.0,0.0,4.0,538.8,294.0,533.0,273.0,533.8,274.0,4.0,75.0,0.020018668886332226,0.020018668886332226,1
10.0,125.60000000000001,597.0,21.0,15.852864583333332,8.202734375,2.0,9.0,0.0,7.0,541.1111111111111,304.3333333333333,538.0,279.0,538.1111111111111,280.3333333333333,7.0,100.0,0.025402517553635408,0.01563780016761146,1
10.0,125.60000000000001,610.0,21.0,15.4541015625,8.436328125000001,3.0,8.0,0.0,9.0,527.5,313.0,538.0,288.0,538.5,289.0,9.0,125.0,0.0315687443732118,0.018742937956426054,1
10.0,125.60000000000001,626.0,21.0,15.841238839285714,8.571093750000001,4.0,7.0,0.0,12.0,540.7142857142857,318.0,536.0,292.0,536.7142857142857,293.0,12.0,150.0,0.04472372859339168,0.03168006120565693,1
10.0,125.60000000000001,640.0,21.0,15.260009765625,8.567724609375,5.0,8.0,0.0,15.0,520.875,317.875,534.0,295.0,534.875,295.875,15.0,175.0,0.05941946410703637,0.03912110447663796,1
10.0,125.60000000000001,687.0,27.0,14.6923828125,7.681640625,0.0,6.0,0.0,0.0,501.5,285.0,507.0,268.0,507.5,269.0,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,693.0,27.0,15.096261160714286,7.7894531250000005,1.0,7.0,0.0,1.0,515.2857142857143,289.0,510.0,268.0,510.28571428571433,269.0,1.0,75.0,0.01671926755105484,0.01671926755105484,0
10.0,125.60000000000001,704.0,27.0,15.050223214285714,7.9242187500000005,2.0,7.0,0.0,6.0,513.7142857142857,294.0,510.0,269.0,510.71428571428567,270.0,6.0,100.0,0.024586959375600882,0.01802733102524311,0
10.0,125.60000000000001,711.0,27.0,14.581473214285715,7.951171875,3.0,7.0,0.0,7.0,497.7142857142857,295.0,508.0,270.0,508.7142857142857,271.0,7.0,125.0,0.03014857306208198,0.0174475753714448,0
10.0,125.60000000000001,720.0,27.0,14.98779296875,7.99384765625,4.0,12.0,0.0,10.0,511.5833333333333,296.5833333333333,507.0,270.0,507.5833333333333,271.5833333333333,10.0,150.0,0.04619816983618796,0.035004777367290484,0
10.0,125.60000000000001,734.0,27.0,14.3408203125,7.9646484375,5.0,12.0,0.0,12.0,489.5,295.5,503.0,272.0,503.5,273.5,12.0,175.0,0.06258597552286961,0.04222242811511397,0
10.0,125.60000000000001,747.0,28.0,14.827880859375,6.741650390625001,0.0,8.0,0.0,0.0,506.125,250.125,512.0,233.0,512.125,234.125,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,755.0,28.0,15.318603515625,6.741650390625001,1.0,8.0,0.0,1.0,522.875,250.125,517.0,229.0,517.875,230.125,1.0,75.0,0.01962638586628892,0.01962638586628892,0
10.0,125.60000000000001,764.0,28.0,15.4541015625,6.73828125,2.0,6.0,0.0,3.0,527.5,250.0,524.0,225.0,524.5,226.0,3.0,100.0,0.024228873461374343,0.014207156190977295,0
10.0,125.60000000000001,771.0,28.0,15.1904296875,6.603515625,3.0,6.0,0.0,5.0,518.5,245.0,529.0,220.0,529.5,221.0,5.0,125.0,0.02948865165044373,0.01680899363299088,0
10.0,125.60000000000001,778.0,28.0,15.849609375,6.455273437500001,4.0,8.0,0.0,7.0,541.0,239.5,537.0,213.0,537.0,214.5,7.0,150.0,0.04724398208999849,0.036910882779457886,0
10.0,125.60000000000001,789.0,28.0,15.5859375,6.153013392857143,5.0,7.0,0.0,10.0,532.0,228.28571428571428,546.0,205.0,546.0,206.28571428571428,10.0,175.0,0.060266179018089235,0.037416820946203876,0
10.0,125.60000000000001,813.0,33.0,14.857700892857146,7.543024553571429,0.0,7.0,0.0,0.0,507.1428571428572,279.85714285714283,512.0,263.0,513.1428571428572,263.85714285714283,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,822.0,33.0,15.377604166666668,7.672656250000001,1.0,9.0,0.0,3.0,524.8888888888889,284.6666666666667,520.0,263.0,519.8888888888889,264.6666666666667,3.0,75.0,0.02142954588280011,0.02142954588280011,0
10.0,125.60000000000001,833.0,33.0,15.45010653409091,7.855610795454545,2.0,11.0,0.0,6.0,527.3636363636364,291.45454545454544,524.0,266.0,524.3636363636364,267.45454545454544,6.0,100.0,0.027998706339862286,0.018019492777623058,0
10.0,125.60000000000001,844.0,33.0,15.10986328125,7.87705078125,3.0,8.0,0.0,7.0,515.75,292.25,526.0,267.0,526.75,268.25,7.0,125.0,0.03313919774285689,0.01772791218204576,0
10.0,125.60000000000001,854.0,33.0,15.7177734375,7.937695312500001,4.0,12.0,0.0,10.0,536.5,294.5,532.0,268.0,532.5,269.5,10.0,150.0,0.05038476113659267,0.03795283556931323,0
10.0,125.60000000000001,870.0,33.0,15.284598214285714,7.978125,5.0,7.0,0.0,14.0,521.7142857142857,296.0,535.0,273.0,535.7142857142857,274.0,14.0,175.0,0.06536742830355656,0.04164464585308786,0
10.0,125.60000000000001,898.0,37.0,15.029296875,6.792187500000001,0.0,5.0,0.0,0.0,513.0,252.0,519.0,235.0,519.0,236.0,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,906.0,37.0,15.372869318181818,6.801988636363638,1.0,11.0,0.0,4.0,524.7272727272727,252.3636363636364,519.0,231.0,519.7272727272727,232.3636363636364,4.0,75.0,0.013747622403722572,0.013747622403722572,0
10.0,125.60000000000001,922.0,37.0,15.33984375,6.851484375,2.0,5.0,0.0,9.0,523.6,254.2,521.0,229.0,520.6,230.2,9.0,100.0,0.020455159026058215,0.015146498243026212,0
10.0,125.60000000000001,927.0,37.0,14.903738839285715,6.8460937500000005,3.0,7.0,0.0,10.0,508.7142857142857,254.0,519.0,229.0,519.7142857142858,230.0,10.0,125.0,0.026136809157410377,0.016270195516635937,0
10.0,125.60000000000001,934.0,37.0,15.319010416666668,6.8550781249999995,4.0,9.0,0.0,11.0,522.8888888888889,254.3333333333333,518.0,228.0,518.8888888888889,229.3333333333333,11.0,150.0,0.04293001098243509,0.03405661536355465,0
10.0,125.60000000000001,945.0,37.0,14.77294921875,6.71806640625,5.0,8.0,0.0,13.0,504.25,249.25,518.0,226.0,518.25,227.25,13.0,175.0,0.05792522643861273,0.03888889320889143,0
10.0,125.60000000000001,981.0,43.0,14.8583984375,7.1111328125,0.0,6.0,0.0,0.0,507.1666666666667,263.8333333333333,513.0,247.0,513.1666666666667,247.8333333333333,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,995.0,43.0,15.154854910714286,7.304296875,1.0,7.0,0.0,3.0,517.2857142857143,271.0,512.0,250.0,512.2857142857143,251.0,3.0,75.0,0.014152431785305345,0.014152431785305345,0
10.0,125.60000000000001,1016.0,43.0,15.054931640625,7.685009765625001,2.0,8.0,0.0,7.0,513.875,285.125,510.0,260.0,510.875,261.125,7.0,100.0,0.022536549303509623,0.017538663833707488,0
10.0,125.60000000000001,1031.0,43.0,14.627511160714285,7.681640625,3.0,7.0,0.0,9.0,499.2857142857143,285.0,510.0,260.0,510.2857142857143,261.0,9.0,125.0,0.03025618638947905,0.020187638800151377,0
10.0,125.60000000000001,1041.0,43.0,14.73046875,7.68703125,4.0,10.0,0.0,13.0,502.8,285.2,498.0,259.0,498.8,260.2,13.0,150.0,0.036953610768342436,0.021216327061564087,0
10.0,125.60000000000001,1062.0,43.0,14.669363839285715,7.573828125,5.0,7.0,0.0,16.0,500.7142857142857,281.0,514.0,258.0,514.7142857142858,259.0,16.0,175.0,0.037830382358123534,0.008097436664999009,0
10.0,125.60000000000001,987.0,43.0,14.765625,7.512220982142858,0.0,7.0,0.0,1.0,504.0,278.7142857142857,509.0,262.0,510.0,262.7142857142857,1.0,50.0,0.0,0.0,1
10.0,125.60000000000001,1002.0,43.0,15.087890625,7.608482142857143,1.0,7.0,0.0,4.0,515.0,282.2857142857143,510.0,261.0,510.0,262.2857142857143,4.0,75.0,0.01345259507919901,0.01345259507919901,1
10.0,125.60000000000001,1010.0,43.0,14.9951171875,7.4974609375000005,2.0,6.0,0.0,6.0,511.8333333333333,278.1666666666667,509.0,253.0,508.8333333333333,254.16666666666669,6.0,100.0,0.02291936463762087,0.018555995285280083,1
10.0,125.60000000000001,1024.0,43.0,14.376395089285715,7.546875,3.0,7.0,0.0,8.0,490.7142857142857,280.0,501.0,255.0,501.7142857142857,256.0,8.0,125.0,0.03176244768300619,0.02198990239686114,1
10.0,125.60000000000001,1051.0,43.0,15.166015624999998,7.693619791666667,4.0,9.0,0.0,14.0,517.6666666666666,285.44444444444446,513.0,259.0,513.6666666666666,260.44444444444446,14.0,150.0,0.06477402124652058,0.0564519330548476,1
10.0,125.60000000000001,1069.0,43.0,14.168701171875,7.631103515625,5.0,8.0,0.0,17.0,483.625,283.125,497.0,260.0,497.625,261.125,17.0,175.0,0.09679931417217633,0.07193353457017802,1
10.0,125.60000000000001,1183.0,51.0,14.70703125,8.023046875,0.0,6.0,0.0,0.0,502.0,297.6666666666667,507.0,281.0,508.0,281.6666666666667,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,1189.0,51.0,14.990234375,8.19375,1.0,6.0,0.0,1.0,511.6666666666667,304.0,506.0,283.0,506.6666666666667,284.0,1.0,75.0,0.013226084259310496,0.013226084259310496,0
10.0,125.60000000000001,1195.0,51.0,14.8388671875,8.3958984375,2.0,2.0,0.0,2.0,506.5,311.5,504.0,287.0,503.5,287.5,2.0,100.0,0.021877793861804794,0.01742723613844842,0
10.0,125.60000000000001,1198.0,51.0,14.146205357142854,8.628850446428574,3.0,7.0,0.0,4.0,482.8571428571428,320.1428571428572,493.0,295.0,493.8571428571428,296.1428571428572,4.0,125.0,0.030799481716135356,0.02167879631628409,0
10.0,125.60000000000001,1214.0,53.0,14.2529296875,7.061718750000001,0.0,6.0,0.0,0.0,486.5,262.0,492.0,245.0,492.5,246.0,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,1221.0,53.0,14.593505859375,7.139208984375,1.0,8.0,0.0,2.0,498.125,264.875,492.0,244.0,493.125,244.875,2.0,75.0,0.013970310931241257,0.013970310931241257,0
10.0,125.60000000000001,1230.0,53.0,14.51953125,7.14796875,2.0,5.0,0.0,4.0,495.6,265.2,493.0,240.0,492.6,241.2,4.0,100.0,0.02185545015624259,0.01680747196982477,0
10.0,125.60000000000001,1235.0,53.0,14.0185546875,7.034765625,3.0,6.0,0.0,5.0,478.5,261.0,489.0,236.0,489.5,237.0,5.0,125.0,0.028161806518724714,0.017760254639674556,0
10.0,125.60000000000001,1242.0,53.0,14.434988839285715,6.926953125000001,4.0,7.0,0.0,7.0,492.7142857142857,257.0,488.0,231.0,488.7142857142857,232.0,7.0,150.0,0.046253923291123565,0.03669247979386318,0
10.0,125.60000000000001,1251.0,53.0,13.912353515625,6.741650390625001,5.0,8.0,0.0,9.0,474.875,250.125,488.0,227.0,488.875,228.125,9.0,175.0,0.059662335998809435,0.037685128592240325,0
10.0,125.60000000000001,1302.0,58.0,15.0146484375,6.684375,0.0,6.0,0.0,0.0,512.5,248.0,518.0,231.0,518.5,232.0,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,1309.0,58.0,15.439453125,6.622767857142857,1.0,7.0,0.0,2.0,527.0,245.7142857142857,521.0,225.0,522.0,225.7142857142857,2.0,75.0,0.01716826177503524,0.01716826177503524,0
10.0,125.60000000000001,1317.0,58.0,15.3955078125,6.549609375,2.0,8.0,0.0,4.0,525.5,243.0,522.0,218.0,522.5,219.0,4.0,100.0,0.02542560885028659,0.01875399618832305,0
10.0,125.60000000000001,1326.0,58.0,14.8974609375,6.4417968750000005,3.0,8.0,0.0,6.0,508.5,239.0,519.0,214.0,519.5,215.0,6.0,125.0,0.031276409043272384,0.018214065368124678,0
10.0,125.60000000000001,1336.0,58.0,15.27432528409091,6.375639204545455,4.0,11.0,0.0,9.0,521.3636363636364,236.54545454545453,517.0,210.0,517.3636363636364,211.54545454545453,9.0,150.0,0.04696232588530527,0.03503207515856752,0
10.0,125.60000000000001,1349.0,58.0,14.686104910714285,6.1722656250000005,5.0,7.0,0.0,11.0,501.2857142857143,229.0,515.0,206.0,515.2857142857142,207.0,11.0,175.0,0.06103534437320544,0.03898529479429605,0
10.0,125.60000000000001,1362.0,60.0,15.1171875,7.5064453125,0.0,8.0,0.0,0.0,516.0,278.5,522.0,261.0,522.0,262.5,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,1370.0,60.0,15.606863839285714,7.466015625000001,1.0,7.0,0.0,1.0,532.7142857142857,277.0,527.0,256.0,527.7142857142857,257.0,1.0,75.0,0.019651171055209967,0.019651171055209967,0
10.0,125.60000000000001,1378.0,60.0,15.631214488636363,7.343501420454546,2.0,11.0,0.0,3.0,533.5454545454545,272.45454545454544,530.0,247.0,530.5454545454545,248.45454545454544,3.0,100.0,0.027263500971015705,0.018897882456917026,0
10.0,125.60000000000001,1390.0,60.0,15.239257812499998,7.2189453125,3.0,6.0,0.0,5.0,520.1666666666666,267.8333333333333,531.0,243.0,531.1666666666666,243.8333333333333,5.0,125.0,0.03194611657703579,0.016651002346915536,0
10.0,125.60000000000001,1397.0,60.0,15.765904017857142,7.146428571428574,4.0,7.0,0.0,7.0,538.1428571428571,265.1428571428572,534.0,239.0,534.1428571428571,240.1428571428572,7.0,150.0,0.048730612093136436,0.03679834494400766,0
10.0,125.60000000000001,1406.0,60.0,15.41015625,6.994335937500001,5.0,6.0,0.0,9.0,526.0,259.5,540.0,236.0,540.0,237.5,9.0,175.0,0.060251811163099404,0.0354345621316541,0
10.0,125.60000000000001,1447.0,65.0,14.300537109375,7.550244140625001,0.0,8.0,0.0,2.0,488.125,280.125,494.0,263.0,494.125,264.125,2.0,50.0,0.0,0.0,0
10.0,125.60000000000001,1480.0,65.0,14.627511160714285,7.6142578125,1.0,14.0,0.0,5.0,499.2857142857143,282.5,493.0,261.0,494.2857142857143,262.5,5.0,75.0,0.013326463147264041,0.013326463147264041,0
10.0,125.60000000000001,1511.0,65.0,14.644775390625,7.732177734375,2.0,8.0,0.0,8.0,499.875,286.875,496.0,262.0,496.875,262.875,8.0,100.0,0.018322023934353015,0.012573859432792229,0
10.0,125.60000000000001,1530.0,65.0,14.208984375,7.743247767857143,3.0,7.0,0.0,10.0,485.0,287.2857142857143,496.0,262.0,496.0,263.2857142857143,10.0,125.0,0.026121096581811033,0.018617602573513466,0
10.0,125.60000000000001,1546.0,65.0,14.773995535714285,7.70859375,4.0,7.0,0.0,12.0,504.2857142857143,286.0,500.0,260.0,500.2857142857143,261.0,12.0,150.0,0.04783067157265746,0.04006821004805584,0
10.0,125.60000000000001,1565.0,65.0,14.158761160714285,7.600781250000001,5.0,7.0,0.0,15.0,483.2857142857143,282.0,497.0,259.0,497.2857142857143,260.0,15.0,175.0,0.06726251866774534,0.047291365749334915,0
10.0,125.60000000000001,1591.0,70.0,14.757254464285715,7.978125,0.0,7.0,0.0,0.0,503.7142857142857,296.0,509.0,279.0,509.7142857142857,280.0,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,1599.0,70.0,15.084228515625,8.082568359375001,1.0,8.0,0.0,2.0,514.875,299.875,509.0,279.0,509.875,279.875,2.0,75.0,0.013729130524848263,0.013729130524848263,0
10.0,125.60000000000001,1608.0,70.0,14.9267578125,8.19375,2.0,6.0,0.0,4.0,509.5,304.0,506.0,279.0,506.5,280.0,4.0,100.0,0.023749135883016408,0.01937865914405992,0
10.0,125.60000000000001,1614.0,70.0,14.447021484375,8.217333984375001,3.0,8.0,0.0,5.0,493.125,304.875,503.0,280.0,504.125,280.875,5.0,125.0,0.02724715556494753,0.013356123359361184,0
10.0,125.60000000000001,1623.0,70.0,14.8876953125,8.2431640625,4.0,6.0,0.0,7.0,508.1666666666667,305.8333333333333,504.0,280.0,504.1666666666667,280.8333333333333,7.0,150.0,0.045799063586639356,0.03681231776230049,0
10.0,125.60000000000001,1631.0,70.0,14.334542410714285,8.166796875000001,5.0,7.0,0.0,9.0,489.2857142857143,303.0,503.0,280.0,503.2857142857143,281.0,9.0,175.0,0.06077934014572472,0.0399571515893797,0
10.0,125.60000000000001,1653.0,73.0,14.410400390625,7.4693847656250005,0.0,8.0,0.0,0.0,491.875,277.125,497.0,260.0,497.875,261.125,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,1661.0,73.0,14.697265625,7.537890625000001,1.0,9.0,0.0,1.0,501.6666666666667,279.6666666666667,497.0,258.0,496.6666666666667,259.6666666666667,1.0,75.0,0.011796721277340232,0.011796721277340232,0
10.0,125.60000000000001,1671.0,73.0,14.534912109375,7.523291015625,2.0,8.0,0.0,3.0,496.125,279.125,493.0,254.0,493.125,255.125,3.0,100.0,0.021750072706080675,0.018273013703944508,0
10.0,125.60000000000001,1680.0,73.0,13.941650390625,7.354833984375,3.0,8.0,0.0,5.0,475.875,272.875,486.0,248.0,486.875,248.875,5.0,125.0,0.02842274343528452,0.018297176876999735,0
10.0,125.60000000000001,1690.0,73.0,14.2529296875,7.16953125,4.0,8.0,0.0,8.0,486.5,266.0,482.0,240.0,482.5,241.0,8.0,150.0,0.04601070458939128,0.03618193737798216,0
10.0,125.60000000000001,1701.0,73.0,13.7109375,6.873046875,5.0,8.0,0.0,11.0,468.0,255.0,481.0,232.0,482.0,233.0,11.0,175.0,0.057456675572692295,0.03441343678061498,0
10.0,125.60000000000001,1784.0,77.0,14.732666015625,7.732177734375,0.0,8.0,0.0,0.0,502.875,286.875,508.0,270.0,508.875,270.875,0.0,50.0,0.0,0.0,0
10.0,125.60000000000001,1792.0,77.0,15.146484375,7.810416666666667,1.0,9.0,0.0,1.0,517.0,289.77777777777777,512.0,268.0,512.0,269.77777777777777,1.0,75.0,0.01684438974004157,0.01684438974004157,0
10.0,125.60000000000001,1803.0,77.0,15.150146484375,7.9747558593750005,2.0,8.0,0.0,4.0,517.125,295.875,513.0,271.0,514.125,271.875,4.0,100.0,0.02376354115719261,0.016762232029630456,0
